-325.71, 302.86
-92.86, 407.14
-107.14, 274.29
115.71, 381.43
191.43, 315.71
52.86, 282.86
118.57, 197.14
358.57, 242.86
430.00, 171.43
451.43, 50.00
410.00, 57.14
314.29, 92.86
187.14, 105.71
224.29, -25.71
337.14, -101.43
118.57, -188.57
11.43, -151.43
20.00, 4.29
-167.14, 28.57
-181.43, -168.57
-44.29, -217.14
-114.29, -377.14
-195.71, -371.43
-292.86, -335.71
-191.43, -240.00
-401.43, -218.57
-434.29, -25.71
-340.00, -25.71
-232.86, 101.43
-68.57, 102.86
-74.29, 184.29
-300.00, 157.14
-412.86, 98.57
-444.29, 181.43
-322.86, 181.43
-281.43, 220.00
-450.00, 291.43
-390.00, 412.86
-210.00, 421.43
-325.71, 302.86
-325.71, 302.86
-325.71, 302.86
-325.71, 302.86
-325.71, 302.86
